customer_id,first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,Age,RFM_VALUE,State,Property_Valuation,Postcode,gender,past_3_years_bike_related_purchases,wealth_segment,owns_car,tenure,Age,RFM_VALUE,State,Property_Valuation,industry_rank,Cluster
460,Illa,,F,0,1986-01-23,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,16,37,322,VIC,2.0,3337.0,0,0,3,1,16,37,3,3,2,10,1
3293,Peg,Woodstock,F,98,1986-01-22,Automation Specialist IV,Null,High Net Worth,N,No,17,37,423,NSW,11.0,2130.0,0,98,2,0,17,37,4,1,11,8,3
1193,Quintus,Whear,M,58,1986-01-21,Safety Technician I,Retail,High Net Worth,N,No,5,37,321,NSW,5.0,2320.0,1,58,2,0,5,37,3,1,5,6,0
2814,Mandel,Hellyar,M,42,1986-01-18,Junior Executive,Property,High Net Worth,N,Yes,18,37,423,QLD,6.0,4075.0,1,42,2,1,18,37,4,2,6,5,2
2649,Merwyn,MacPhail,M,7,1986-01-16,Dental Hygienist,Health,Affluent Customer,N,Yes,20,37,123,NSW,10.0,2769.0,1,7,3,1,20,37,1,1,10,7,1
2672,Talbert,Folliss,M,21,1986-01-16,Clinical Specialist,Health,Affluent Customer,N,No,4,37,442,NSW,12.0,2137.0,1,21,3,0,4,37,4,1,12,7,1
3164,Hortensia,Rainger,F,53,1986-01-14,Human Resources Assistant II,Manufacturing,Mass Customer,N,Yes,14,37,122,NSW,9.0,2166.0,0,53,1,1,14,37,1,1,9,10,0
2459,Jeanna,Naulls,F,67,1986-01-10,Quality Engineer,Manufacturing,High Net Worth,N,No,18,37,244,QLD,6.0,4034.0,0,67,2,0,18,37,2,2,6,10,0
3287,Marys,Vazquez,F,30,1986-01-06,Account Executive,Null,Affluent Customer,N,Yes,4,37,213,NSW,11.0,2086.0,0,30,3,1,4,37,2,1,11,8,1
1996,Filmer,Furby,M,4,1985-12-29,Structural Engineer,Manufacturing,Mass Customer,N,No,4,37,442,QLD,8.0,4556.0,1,4,1,0,4,37,4,2,8,10,1
155,Orran,Bogges,M,4,1985-12-28,Quality Engineer,Manufacturing,Mass Customer,N,No,10,37,411,NSW,10.0,2025.0,1,4,1,0,10,37,4,1,10,10,1
2694,Teddi,De la Yglesias,F,48,1985-12-28,Quality Engineer,Retail,Mass Customer,N,No,6,37,321,QLD,3.0,4510.0,0,48,1,0,6,37,3,2,3,6,0
358,Kippie,Crimpe,F,54,1985-12-27,Accounting Assistant IV,Null,Mass Customer,N,No,18,37,211,NSW,9.0,2170.0,0,54,1,0,18,37,2,1,9,8,0
1586,Madelena,Risson,F,47,1985-12-27,Physical Therapy Assistant,Manufacturing,High Net Worth,N,No,15,37,433,NSW,11.0,2119.0,0,47,2,0,15,37,4,1,11,10,0
37,Laurie,Dwerryhouse,F,46,1985-12-22,Social Worker,Health,High Net Worth,N,No,16,37,444,QLD,1.0,4726.0,0,46,2,0,16,37,4,2,1,7,0
1730,Tildi,Kirkup,F,29,1985-12-21,Senior Financial Analyst,Financial Services,Mass Customer,N,No,20,37,311,NSW,10.0,2089.0,0,29,1,0,20,37,3,1,10,9,1
1122,Gerladina,Carney,F,59,1985-12-19,Null,Null,Mass Customer,N,No,11,37,323,VIC,8.0,3021.0,0,59,1,0,11,37,3,3,8,8,0
2108,Michel,O'Halligan,F,41,1985-11-24,Software Test Engineer IV,Property,Mass Customer,N,Yes,18,37,412,QLD,3.0,4133.0,0,41,1,1,18,37,4,2,3,5,2
2210,Kirby,Cameron,M,16,1985-11-24,Registered Nurse,Health,High Net Worth,N,No,5,37,344,VIC,5.0,3977.0,1,16,2,0,5,37,3,3,5,7,1
263,Tonia,Leigh,F,89,1985-11-19,Dental Hygienist,Health,High Net Worth,N,No,7,37,243,NSW,9.0,2064.0,0,89,2,0,7,37,2,1,9,7,3
1967,Nomi,,F,88,1985-11-19,Chemical Engineer,Manufacturing,Affluent Customer,N,Yes,17,37,334,NSW,9.0,2043.0,0,88,3,1,17,37,3,1,9,10,3
2780,Papageno,Beare,M,77,1985-11-16,Actuary,Financial Services,Affluent Customer,N,Yes,16,37,423,QLD,2.0,4869.0,1,77,3,1,16,37,4,2,2,9,3
937,Nikolos,McKyrrelly,M,65,1985-11-15,Human Resources Assistant IV,Manufacturing,Affluent Customer,N,No,15,37,422,NSW,8.0,2145.0,1,65,3,0,15,37,4,1,8,10,0
1576,Reube,Roscrigg,M,77,1985-11-10,VP Marketing,Financial Services,Mass Customer,N,No,20,37,343,NSW,9.0,2120.0,1,77,1,0,20,37,3,1,9,9,3
3347,Nichols,,M,99,1985-11-08,Computer Systems Analyst II,Entertainment,High Net Worth,N,Yes,18,37,123,VIC,10.0,3071.0,1,99,2,1,18,37,1,3,10,3,3
2175,Elvyn,Bullas,M,23,1985-11-01,Web Developer III,Health,Mass Customer,N,No,13,37,223,VIC,8.0,3083.0,1,23,1,0,13,37,2,3,8,7,1
2878,Sauveur,Skeel,M,73,1985-10-31,Analog Circuit Design manager,Property,Mass Customer,N,Yes,9,37,411,NSW,6.0,2316.0,1,73,1,1,9,37,4,1,6,5,3
114,Sunny,Swindells,F,10,1985-10-23,Teacher,Entertainment,Affluent Customer,N,No,8,37,222,NSW,9.0,2170.0,0,10,3,0,8,37,2,1,9,3,1
1081,Marga,Cradduck,F,25,1985-10-21,Social Worker,Health,Mass Customer,N,No,16,37,423,NSW,8.0,2450.0,0,25,1,0,16,37,4,1,8,7,1
2853,Clarence,Flook,M,65,1985-10-21,Executive Secretary,Retail,High Net Worth,N,Yes,7,37,244,NSW,10.0,2089.0,1,65,2,1,7,37,2,1,10,6,0
1766,Maye,O'Moylane,F,53,1985-10-20,Senior Quality Engineer,Null,Affluent Customer,N,No,21,37,121,QLD,9.0,4154.0,0,53,3,0,21,37,1,2,9,8,0
2276,Stormy,Caveney,F,90,1985-10-06,Desktop Support Technician,Null,Mass Customer,N,Yes,12,37,422,NSW,10.0,2077.0,0,90,1,1,12,37,4,1,10,8,3
1943,Armstrong,Style,M,35,1985-10-03,Senior Cost Accountant,Financial Services,Affluent Customer,N,Yes,13,37,111,NSW,11.0,2043.0,1,35,3,1,13,37,1,1,11,9,2
1175,Paige,Hodgin,M,8,1985-09-22,Human Resources Manager,Null,Mass Customer,N,No,8,37,111,NSW,9.0,2170.0,1,8,1,0,8,37,1,1,9,8,1
2797,Agatha,Vowden,F,6,1985-09-10,Null,IT,Mass Customer,N,Yes,14,37,231,VIC,7.0,3134.0,0,6,1,1,14,37,2,3,7,4,1
288,Ebenezer,Seedman,M,71,1985-09-08,Null,Manufacturing,High Net Worth,N,No,9,37,221,VIC,7.0,3064.0,1,71,2,0,9,37,2,3,7,10,0
1958,Janina,Keme,F,62,1985-09-01,Professor,Null,Mass Customer,N,No,22,37,221,NSW,11.0,2085.0,0,62,1,0,22,37,2,1,11,8,0
3475,Correna,Goldsberry,F,12,1985-08-31,Director of Sales,Retail,Affluent Customer,N,No,3,37,422,NSW,10.0,2153.0,0,12,3,0,3,37,4,1,10,6,1
517,Iona,Fidgeon,F,73,1985-08-20,Chief Design Engineer,Property,Mass Customer,N,Yes,3,37,432,NSW,11.0,2027.0,0,73,1,1,3,37,4,1,11,5,3
3397,Melisande,,F,70,1985-08-19,Product Engineer,IT,Mass Customer,N,No,11,37,111,QLD,8.0,4055.0,0,70,1,0,11,37,1,2,8,4,0
382,Issiah,Fardell,M,68,1985-08-14,Research Nurse,Health,Mass Customer,N,Yes,7,37,341,NSW,5.0,2162.0,1,68,1,1,7,37,3,1,5,7,0
1632,Orbadiah,Kennicott,M,43,1985-08-12,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,3,37,111,VIC,7.0,3977.0,1,43,2,1,3,37,1,3,7,10,0
3342,Henry,Phillps,M,51,1985-08-12,Null,Entertainment,Mass Customer,N,No,7,37,142,NSW,9.0,2281.0,1,51,1,0,7,37,1,1,9,3,0
3016,Forster,Bumford,M,25,1985-08-11,Analog Circuit Design manager,Financial Services,High Net Worth,N,No,11,37,424,NSW,10.0,2745.0,1,25,2,0,11,37,4,1,10,9,1
1330,Gery,Headrick,M,20,1985-08-02,Technical Writer,Null,Affluent Customer,N,No,19,37,234,VIC,6.0,3939.0,1,20,3,0,19,37,2,3,6,8,1
1132,Coriss,Darkott,F,99,1985-08-01,Actuary,Financial Services,Affluent Customer,N,Yes,9,37,243,VIC,7.0,3076.0,0,99,3,1,9,37,2,3,7,9,3
783,Rudd,Strangeways,M,6,1985-07-25,Information Systems Manager,Retail,Affluent Customer,N,No,14,37,123,QLD,2.0,4814.0,1,6,3,0,14,37,1,2,2,6,1
1230,Eben,Powley,M,61,1985-07-24,Null,Financial Services,Mass Customer,N,Yes,10,37,211,NSW,9.0,2153.0,1,61,1,1,10,37,2,1,9,9,0
1475,Aristotle,Jess,M,41,1985-07-21,Recruiting Manager,Retail,Affluent Customer,N,Yes,7,37,244,NSW,6.0,2440.0,1,41,3,1,7,37,2,1,6,6,0
129,Weidar,Silkstone,M,64,1985-07-20,Financial Advisor,Financial Services,High Net Worth,N,Yes,19,37,122,NSW,9.0,2142.0,1,64,2,1,19,37,1,1,9,9,0
1011,Cymbre,Janos,F,42,1985-07-19,Occupational Therapist,Health,High Net Worth,N,Yes,10,37,111,NSW,9.0,2769.0,0,42,2,1,10,37,1,1,9,7,0
2739,Alair,Cullingford,M,48,1985-07-18,Mechanical Systems Engineer,Health,High Net Worth,N,Yes,15,37,111,VIC,12.0,3149.0,1,48,2,1,15,37,1,3,12,7,0
2547,Aili,Scruby,F,91,1985-07-08,Social Worker,Health,Mass Customer,N,Yes,14,37,111,QLD,4.0,4503.0,0,91,1,1,14,37,1,2,4,7,3
549,Abrahan,Luckman,M,84,1985-06-15,Human Resources Manager,Retail,Mass Customer,N,Yes,2,37,343,NSW,1.0,2716.0,1,84,1,1,2,37,3,1,1,6,3
3140,Britt,Muddimer,F,2,1985-06-11,Legal Assistant,Manufacturing,High Net Worth,N,No,16,37,311,NSW,10.0,2040.0,0,2,2,0,16,37,3,1,10,10,1
2397,Cassius,Birchenough,M,33,1985-06-10,Analyst Programmer,Retail,Affluent Customer,N,Yes,4,37,243,NSW,7.0,2142.0,1,33,3,1,4,37,2,1,7,6,1
1600,Priscella,Stathers,F,20,1985-05-21,Senior Financial Analyst,Financial Services,High Net Worth,N,No,2,38,443,QLD,9.0,4220.0,0,20,2,0,2,38,4,2,9,9,1
287,Hannie,Wodham,F,41,1985-05-06,Nuclear Power Engineer,Manufacturing,Affluent Customer,N,No,4,38,111,NSW,8.0,2765.0,0,41,3,0,4,38,1,1,8,10,0
3402,Krystyna,Scadden,F,73,1985-05-04,Statistician II,Retail,Mass Customer,N,No,10,38,444,NSW,1.0,2880.0,0,73,1,0,10,38,4,1,1,6,3
2319,David,Darrigrand,M,63,1985-05-03,Librarian,Entertainment,High Net Worth,N,No,18,38,424,NSW,9.0,2539.0,1,63,2,0,18,38,4,1,9,3,0
2569,Sig,Sellan,M,62,1985-05-03,VP Quality Control,Retail,Mass Customer,N,No,16,38,243,NSW,10.0,2061.0,1,62,1,0,16,38,2,1,10,6,0
1830,Nathan,Antognazzi,M,98,1985-04-30,Software Consultant,Manufacturing,High Net Worth,N,No,12,38,444,NSW,8.0,2117.0,1,98,2,0,12,38,4,1,8,10,3
138,Onofredo,Franc,M,5,1985-04-28,Recruiter,Financial Services,Affluent Customer,N,Yes,13,38,243,NSW,9.0,2033.0,1,5,3,1,13,38,2,1,9,9,1
1738,Frankie,Seydlitz,M,39,1985-04-24,Engineer II,Argiculture,High Net Worth,N,Yes,14,38,322,VIC,9.0,3808.0,1,39,2,1,14,38,3,3,9,2,2
2673,Esma,McOwen,F,27,1985-04-20,Software Consultant,Null,Mass Customer,N,Yes,14,38,121,NSW,5.0,2650.0,0,27,1,1,14,38,1,1,5,8,1
2932,Bradly,Deboick,M,4,1985-04-18,Account Representative I,IT,Mass Customer,N,No,17,38,344,QLD,3.0,4570.0,1,4,1,0,17,38,3,2,3,4,1
2765,Bartholomew,Gowdy,M,68,1985-04-12,Null,IT,Mass Customer,N,Yes,7,38,233,QLD,8.0,4051.0,1,68,1,1,7,38,2,2,8,4,0
3247,Bellanca,Raymond,F,0,1985-04-09,Structural Engineer,Manufacturing,Mass Customer,N,Yes,5,38,243,VIC,5.0,3350.0,0,0,1,1,5,38,2,3,5,10,1
146,Ricoriki,Matlock,M,34,1985-04-08,Quality Control Specialist,Manufacturing,Mass Customer,N,No,8,38,111,NSW,11.0,2219.0,1,34,1,0,8,38,1,1,11,10,2
1272,Nettie,Bulfit,F,2,1985-04-04,Null,Manufacturing,Affluent Customer,N,No,17,38,344,QLD,5.0,4503.0,0,2,3,0,17,38,3,2,5,10,1
78,Arch,Van der Kruis,M,37,1985-03-12,Business Systems Development Analyst,Argiculture,Affluent Customer,N,No,8,38,111,NSW,9.0,2153.0,1,37,3,0,8,38,1,1,9,2,2
1381,Ellary,Ramsey,M,79,1985-03-11,Engineer IV,Manufacturing,Affluent Customer,N,Yes,15,38,123,VIC,8.0,3156.0,1,79,3,1,15,38,1,3,8,10,3
2733,Jordanna,Skyme,F,89,1985-03-07,Analog Circuit Design manager,Manufacturing,Mass Customer,N,Yes,17,38,344,QLD,2.0,4740.0,0,89,1,1,17,38,3,2,2,10,3
2119,Dorise,Bellon,F,51,1985-03-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,17,38,222,QLD,5.0,4118.0,0,51,1,0,17,38,2,2,5,9,0
2779,Douglas,Wrout,M,54,1985-02-24,Null,Null,Affluent Customer,N,Yes,11,38,423,NSW,7.0,2128.0,1,54,3,1,11,38,4,1,7,8,0
367,Katrinka,Sturrock,F,93,1985-02-17,Programmer II,Manufacturing,Mass Customer,N,Yes,12,38,333,NSW,12.0,2179.0,0,93,1,1,12,38,3,1,12,10,3
1158,Butch,Geertje,M,85,1985-02-17,Senior Quality Engineer,Null,Mass Customer,N,Yes,19,38,444,VIC,4.0,3038.0,1,85,1,1,19,38,4,3,4,8,3
506,Brett,Scrancher,F,43,1985-02-14,Health Coach II,Retail,Mass Customer,N,No,21,38,244,VIC,10.0,3911.0,0,43,1,0,21,38,2,3,10,6,2
786,Francklin,Ubanks,M,34,1985-02-14,Null,Financial Services,Affluent Customer,N,No,16,38,443,NSW,10.0,2223.0,1,34,3,0,16,38,4,1,10,9,2
310,Myranda,Clowser,F,0,1985-02-13,Account Coordinator,Financial Services,Mass Customer,N,Yes,18,38,444,NSW,9.0,2450.0,0,0,1,1,18,38,4,1,9,9,1
773,Robbie,Handaside,M,77,1985-02-12,Null,Financial Services,Affluent Customer,N,Yes,20,38,244,QLD,3.0,4305.0,1,77,3,1,20,38,2,2,3,9,3
2753,Bale,Ney,M,26,1985-02-12,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,7,38,244,NSW,9.0,2155.0,1,26,1,1,7,38,2,1,9,10,1
3190,Lizabeth,Carswell,F,18,1985-02-05,Null,Null,Affluent Customer,N,No,15,38,142,VIC,9.0,3936.0,0,18,3,0,15,38,1,3,9,8,1
3203,Swen,Merioth,M,25,1985-02-05,GIS Technical Architect,Null,Affluent Customer,N,Yes,7,38,411,QLD,8.0,4122.0,1,25,3,1,7,38,4,2,8,8,1
2132,Davina,Dougary,F,16,1985-02-02,Human Resources Manager,Financial Services,High Net Worth,N,Yes,22,38,344,NSW,9.0,2145.0,0,16,2,1,22,38,3,1,9,9,1
71,Hoyt,Glavias,M,30,1985-01-27,Research Associate,Argiculture,Affluent Customer,N,Yes,12,38,111,NSW,10.0,2213.0,1,30,3,1,12,38,1,1,10,2,1
2983,Hilario,Magrane,M,2,1985-01-26,Human Resources Manager,Retail,Mass Customer,N,Yes,17,38,123,VIC,9.0,3163.0,1,2,1,1,17,38,1,3,9,6,1
2821,Fairlie,Alasdair,M,13,1985-01-23,Human Resources Assistant III,Property,Affluent Customer,N,No,11,38,221,NSW,11.0,2099.0,1,13,3,0,11,38,2,1,11,5,1
2309,Herc,McIlhone,M,40,1985-01-13,Accounting Assistant I,Manufacturing,Affluent Customer,N,No,14,38,244,QLD,5.0,4300.0,1,40,3,0,14,38,2,2,5,10,2
3175,Alphard,Cradduck,M,82,1984-12-30,Operator,Health,Mass Customer,N,No,16,38,111,VIC,9.0,3072.0,1,82,1,0,16,38,1,3,9,7,3
1909,Drucill,Laurand,F,32,1984-12-11,Research Assistant II,Argiculture,Affluent Customer,N,Yes,13,38,233,NSW,7.0,2170.0,0,32,3,1,13,38,2,1,7,2,1
738,Bunnie,Whines,F,51,1984-12-08,Null,Argiculture,Mass Customer,N,Yes,9,38,244,QLD,5.0,4005.0,0,51,1,1,9,38,2,2,5,2,0
2987,Riane,Schultes,F,51,1984-11-21,Media Manager II,Null,High Net Worth,N,Yes,4,38,322,NSW,8.0,2036.0,0,51,2,1,4,38,3,1,8,8,0
329,Garvy,Berthel,M,25,1984-11-20,Account Representative IV,Entertainment,High Net Worth,N,Yes,12,38,333,VIC,4.0,3338.0,1,25,2,1,12,38,3,3,4,3,1
445,Timothy,Wenham,M,91,1984-11-13,Executive Secretary,Financial Services,Mass Customer,N,No,5,38,344,VIC,5.0,3008.0,1,91,1,0,5,38,3,3,5,9,3
90,Cary,Garron,M,76,1984-11-12,Quality Control Specialist,Manufacturing,Mass Customer,N,No,11,38,343,NSW,10.0,2233.0,1,76,1,0,11,38,3,1,10,10,3
2166,Mareah,Woodnutt,F,78,1984-11-09,Nurse,Property,Mass Customer,N,No,16,38,233,NSW,6.0,2770.0,0,78,1,0,16,38,2,1,6,5,3
1311,Sharona,Cunah,F,89,1984-10-06,VP Accounting,Financial Services,Mass Customer,N,Yes,13,38,323,QLD,7.0,4127.0,0,89,1,1,13,38,3,2,7,9,3
1464,Mac,Leguay,M,20,1984-10-03,Office Assistant II,Null,Affluent Customer,N,Yes,10,38,142,NSW,9.0,2565.0,1,20,3,1,10,38,1,1,9,8,1
1630,Sonni,Lindstedt,F,63,1984-09-16,Professor,Manufacturing,Mass Customer,N,No,16,38,312,NSW,1.0,2681.0,0,63,1,0,16,38,3,1,1,10,0
3053,Susie,,F,67,1984-09-12,Account Coordinator,Retail,High Net Worth,N,No,17,38,122,NSW,5.0,2428.0,0,67,2,0,17,38,1,1,5,6,0
1843,Kennett,Attack,M,96,1984-09-08,Recruiting Manager,Null,Mass Customer,N,Yes,4,38,122,VIC,8.0,3144.0,1,96,1,1,4,38,1,3,8,8,3
915,Austina,Orrice,F,17,1984-09-07,Budget/Accounting Analyst IV,Entertainment,Mass Customer,N,No,7,38,321,NSW,5.0,2795.0,0,17,1,0,7,38,3,1,5,3,1
158,Hamlin,Odams,M,99,1984-09-03,Internal Auditor,Null,Affluent Customer,N,No,5,38,234,NSW,6.0,2263.0,1,99,3,0,5,38,2,1,6,8,3
765,Valeria,Chazette,F,50,1984-08-31,Null,Retail,Affluent Customer,N,No,16,38,344,VIC,1.0,3630.0,0,50,3,0,16,38,3,3,1,6,0
307,Ruben,Handlin,M,55,1984-08-18,Clinical Specialist,Health,Affluent Customer,N,Yes,12,38,443,VIC,9.0,3152.0,1,55,3,1,12,38,4,3,9,7,0
1614,Currie,Gimber,M,2,1984-08-12,Null,Null,High Net Worth,N,No,8,38,242,NSW,6.0,2261.0,1,2,2,0,8,38,2,1,6,8,1
593,Eugenius,Packe,M,64,1984-08-07,Structural Analysis Engineer,Null,Mass Customer,N,No,4,38,433,NSW,4.0,2340.0,1,64,1,0,4,38,4,1,4,8,0
671,Aristotle,Vanni,M,49,1984-07-25,Null,Argiculture,Mass Customer,N,No,5,38,234,NSW,10.0,2260.0,1,49,1,0,5,38,2,1,10,2,0
1562,Elset,Biasio,F,29,1984-07-11,Staff Scientist,Null,Affluent Customer,N,Yes,3,38,112,NSW,9.0,2145.0,0,29,3,1,3,38,1,1,9,8,1
2305,Aeriell,Greeding,F,91,1984-07-09,Chief Design Engineer,Financial Services,Affluent Customer,N,Yes,13,38,223,VIC,10.0,3149.0,0,91,3,1,13,38,2,3,10,9,3
1772,Michael,Foulis,M,98,1984-07-07,Financial Analyst,Financial Services,High Net Worth,N,Yes,14,38,121,NSW,10.0,2768.0,1,98,2,1,14,38,1,1,10,9,3
2045,Hermina,Franzel,F,15,1984-07-03,VP Sales,Financial Services,High Net Worth,N,No,15,38,244,NSW,11.0,2075.0,0,15,2,0,15,38,2,1,11,9,1
3463,Fletch,Durrett,M,7,1984-06-15,Compensation Analyst,Financial Services,Affluent Customer,N,No,2,38,221,NSW,11.0,2027.0,1,7,3,0,2,38,2,1,11,9,1
2465,Paloma,Nilles,F,31,1984-06-12,Senior Editor,Null,Mass Customer,N,Yes,2,38,444,NSW,8.0,2761.0,0,31,1,1,2,38,4,1,8,8,1
2936,Pavia,Gethen,F,23,1984-05-20,Project Manager,Financial Services,Mass Customer,N,Yes,11,39,244,NSW,10.0,2223.0,0,23,1,1,11,39,2,1,10,9,1
2262,Nyssa,Banister,F,90,1984-04-21,Pharmacist,Health,Mass Customer,N,Yes,2,39,221,QLD,8.0,4226.0,0,90,1,1,2,39,2,2,8,7,3
1348,Lowe,Hinckes,M,88,1984-04-10,VP Sales,Null,High Net Worth,N,No,13,39,124,VIC,2.0,3630.0,1,88,2,0,13,39,1,3,2,8,3
165,Aldon,Roelofs,M,61,1984-03-25,Administrative Officer,Argiculture,Mass Customer,N,Yes,12,39,444,NSW,10.0,2032.0,1,61,1,1,12,39,4,1,10,2,0
1188,Sally,Cominoli,F,14,1984-02-23,Statistician IV,Null,Affluent Customer,N,Yes,4,39,312,NSW,11.0,2104.0,0,14,3,1,4,39,3,1,11,8,1
770,Zara,Maccaddie,F,10,1984-02-05,Software Consultant,IT,High Net Worth,N,Yes,13,39,234,VIC,10.0,3121.0,0,10,2,1,13,39,2,3,10,4,1
238,Max,Bilborough,M,54,1984-02-04,Programmer III,Null,Mass Customer,N,Yes,14,39,123,NSW,8.0,2750.0,1,54,1,1,14,39,1,1,8,8,0
2094,Merle,Pesticcio,M,15,1984-01-27,Biostatistician IV,Null,Mass Customer,N,No,16,39,321,QLD,6.0,4514.0,1,15,1,0,16,39,3,2,6,8,1
1121,Dione,Raithby,F,30,1984-01-21,Registered Nurse,Health,Mass Customer,N,Yes,3,39,411,NSW,11.0,2067.0,0,30,1,1,3,39,4,1,11,7,1
811,Ive,Chapelhow,M,6,1984-01-13,Nurse Practicioner,Null,Mass Customer,N,No,8,39,121,NSW,10.0,2152.0,1,6,1,0,8,39,1,1,10,8,1
1528,Ranee,Henriksson,F,78,1984-01-01,Null,Manufacturing,High Net Worth,N,No,3,39,244,NSW,10.0,2171.0,0,78,2,0,3,39,2,1,10,10,3
2363,Bobby,Farmiloe,M,92,1983-12-30,Nurse,Entertainment,Mass Customer,N,Yes,16,39,233,QLD,9.0,4223.0,1,92,1,1,16,39,2,2,9,3,3
1208,Lira,Durn,F,23,1983-12-26,Budget/Accounting Analyst IV,Financial Services,Mass Customer,N,No,15,39,223,NSW,10.0,2079.0,0,23,1,0,15,39,2,1,10,9,1
223,Ossie,Meaton,M,13,1983-11-26,VP Sales,Null,Affluent Customer,N,Yes,14,39,244,NSW,7.0,2502.0,1,13,3,1,14,39,2,1,7,8,1
564,Nettie,Iddy,F,7,1983-11-07,Operator,Retail,High Net Worth,N,No,7,39,432,NSW,9.0,2760.0,0,7,2,0,7,39,4,1,9,6,1
666,Anselma,Ricardon,F,82,1983-11-01,Social Worker,Health,High Net Worth,N,Yes,15,39,322,VIC,8.0,3975.0,0,82,2,1,15,39,3,3,8,7,3
1320,Fae,,F,4,1983-10-29,Null,Manufacturing,High Net Worth,N,Yes,7,39,131,QLD,3.0,4500.0,0,4,2,1,7,39,1,2,3,10,1
1031,Roi,Ogden,M,75,1983-09-15,Junior Executive,Manufacturing,Mass Customer,N,No,6,39,211,QLD,7.0,4053.0,1,75,1,0,6,39,2,2,7,10,3
893,Gibby,Fearnley,M,97,1983-09-11,Geologist I,IT,Mass Customer,N,No,16,39,244,NSW,8.0,2148.0,1,97,1,0,16,39,2,1,8,4,3
2032,Theodore,Chicchelli,M,98,1983-09-09,Quality Control Specialist,Property,Mass Customer,N,Yes,9,39,411,NSW,8.0,2217.0,1,98,1,1,9,39,4,1,8,5,3
2720,Shirline,Yellowlee,F,0,1983-09-02,Account Coordinator,Retail,High Net Worth,N,No,10,39,122,NSW,12.0,2038.0,0,0,2,0,10,39,1,1,12,6,1
150,Bradly,Crosse,M,6,1983-08-23,Cost Accountant,Financial Services,Affluent Customer,N,No,17,39,222,NSW,7.0,2330.0,1,6,3,0,17,39,2,1,7,9,1
1054,Natal,Matiewe,M,27,1983-08-09,Nuclear Power Engineer,Manufacturing,Mass Customer,N,Yes,13,39,443,NSW,11.0,2118.0,1,27,1,1,13,39,4,1,11,10,1
259,Venita,Dymick,F,70,1983-07-22,Senior Developer,Health,High Net Worth,N,Yes,3,39,322,NSW,6.0,2320.0,0,70,2,1,3,39,3,1,6,7,0
737,Sisely,Oppy,F,75,1983-07-11,Systems Administrator III,Null,Mass Customer,N,No,16,39,244,QLD,2.0,4811.0,0,75,1,0,16,39,2,2,2,8,3
247,Kristal,Joysey,F,62,1983-05-06,Staff Accountant II,Financial Services,High Net Worth,N,Yes,13,40,144,NSW,4.0,2283.0,0,62,2,1,13,40,1,1,4,9,0
335,Debee,Martynov,F,20,1983-04-19,Senior Editor,Null,Affluent Customer,N,No,8,40,311,VIC,6.0,3223.0,0,20,3,0,8,40,3,3,6,8,1
2464,Cleve,Jindrak,M,78,1983-04-06,Speech Pathologist,Retail,Mass Customer,N,No,6,40,444,NSW,8.0,2573.0,1,78,1,0,6,40,4,1,8,6,3
14,Rayshell,Kitteman,F,85,1983-03-25,Account Executive,Financial Services,Affluent Customer,N,No,6,40,222,NSW,8.0,2760.0,0,85,3,0,6,40,2,1,8,9,3
308,Iver,Dobsons,M,2,1983-03-09,Database Administrator I,IT,High Net Worth,N,No,4,40,333,VIC,5.0,3340.0,1,2,2,0,4,40,3,3,5,4,1
43,Indira,Belt,F,38,1983-03-01,Director of Sales,Retail,Mass Customer,N,No,5,40,243,QLD,8.0,4018.0,0,38,1,0,5,40,2,2,8,6,2
1270,Cullen,Langshaw,M,72,1983-02-27,Paralegal,Financial Services,Affluent Customer,N,No,10,40,122,QLD,6.0,4702.0,1,72,3,0,10,40,1,2,6,9,3
2568,Anna-diana,Slyne,F,42,1983-02-16,Staff Scientist,Manufacturing,Mass Customer,N,No,18,40,221,VIC,5.0,3177.0,0,42,1,0,18,40,2,3,5,10,2
1655,Prinz,Codman,M,38,1983-02-15,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,13,40,411,VIC,11.0,3161.0,1,38,3,1,13,40,4,3,11,10,2
2199,Leigha,Ranger,F,89,1983-02-09,Account Coordinator,Property,High Net Worth,N,Yes,13,40,322,NSW,4.0,2321.0,0,89,2,1,13,40,3,1,4,5,3
2438,Lorianne,Ethersey,F,76,1983-01-29,Speech Pathologist,Manufacturing,Mass Customer,N,Yes,4,40,343,NSW,7.0,2760.0,0,76,1,1,4,40,3,1,7,10,3
1588,Dukey,McCrie,M,24,1983-01-28,Administrative Officer,IT,High Net Worth,N,Yes,7,40,343,NSW,11.0,2126.0,1,24,2,1,7,40,3,1,11,4,1
252,Anthea,Ruskin,F,39,1983-01-24,Account Coordinator,Property,Mass Customer,N,Yes,13,40,222,NSW,7.0,2304.0,0,39,1,1,13,40,2,1,7,5,2
2061,Loralyn,,F,71,1983-01-24,Technical Writer,Manufacturing,High Net Worth,N,No,4,40,133,QLD,4.0,4500.0,0,71,2,0,4,40,1,2,4,10,0
